color,director_name,actor_2_name,actor_1_name,movie_title,actor_3_name,title_year
Color,Frank Coraci,Steve Coogan,Jim Broadbent,Around the World in 80 Days,Cécile De France,2004
 Black and White,Michael Mann,Jada Pinkett Smith,Will Smith,Ali ,Joe Morton,2001
Color,Bo Welch,Kelly Preston,Sean Hayes,The Cat in the Hat ,Spencer Breslin,2003
Color,Alex Proyas,Bruce Greenwood,Will Smith,"I, Robot ",Chi McBride,2004
Color,Ridley Scott,Orlando Bloom,Liam Neeson,Kingdom of Heaven ,Philip Glenister,2005
Color,Rob Minkoff,Nathan Lane,Chazz Palminteri,Stuart Little ,Jeffrey Jones,1999
Color,Ron Clements,Jenifer Lewis,Oprah Winfrey,The Princess and the Frog ,Anika Noni Rose,2009
Color,Ridley Scott,Donald Glover,Matt Damon,The Martian ,Benedict Wong,2015
,Christopher Barnard,,Mathew Buck,"10,000 B.C.",,
Color,Michael Bay,Steve Buscemi,Scarlett Johansson,The Island ,Djimon Hounsou,2005
Color,Peter Chelsom,Warren Beatty,Del Zamora,Town & Country ,Garry Shandling,2001
Color,Dominic Sena,Angelina Jolie Pitt,Nicolas Cage,Gone in Sixty Seconds ,Robert Duvall,2000
Color,Ridley Scott,Connie Nielsen,Djimon Hounsou,Gladiator ,Oliver Reed,2000
Color,Steven Spielberg,Frank Grillo,Tom Cruise,Minority Report ,Jessica Capshaw,2002
Color,Chris Columbus,Rupert Grint,Daniel Radcliffe,Harry Potter and the Chamber of Secrets ,Emma Watson,2002
 Black and White,Martin Campbell,Tobias Menzies,Eva Green,Casino Royale ,Ivana Milicevic,2006
Color,Tim Burton,Estella Warren,Cary-Hiroyuki Tagawa,Planet of the Apes ,Erick Avari,2001
Color,James Cameron,Jenette Goldstein,Joe Morton,Terminator 2: Judgment Day,S. Epatha Merkerson,1991
Color,Michael Mann,Christian Bale,Johnny Depp,Public Enemies ,Stephen Graham,2009
Color,Ridley Scott,Ruby Dee,Denzel Washington,American Gangster ,RZA,2007
Color,James Cameron,Tia Carrere,Jamie Lee Curtis,True Lies ,Tom Arnold,1994
Color,Tony Scott,Ramon Rodriguez,Denzel Washington,The Taking of Pelham 1 2 3,Michael Rispoli,2009
Color,Paul Weitz,Blythe Danner,Robert De Niro,Little Fockers ,Teri Polo,2010
Color,Adam McKay,Will Ferrell,Dwayne Johnson,The Other Guys ,Derek Jeter,2010
Color,Chuck Russell,James Coburn,Vanessa Williams,Eraser ,Roma Maffia,1996
Color,Quentin Tarantino,Christoph Waltz,Leonardo DiCaprio,Django Unchained ,Ato Essandoh,2012
Color,Gary Trousdale,Jason Alexander,Demi Moore,The Hunchback of Notre Dame ,Bill Fagerbakke,1996
Color,Mark Dindal,Wendie Malick,Eartha Kitt,The Emperor's New Groove ,John Fiedler,2000
Color,Simon West,Sylvester Stallone,Jason Statham,The Expendables 2,Bruce Willis,2012
Color,Jon Turteltaub,Armando Riesco,Nicolas Cage,National Treasure ,Annie Parisse,2004
 Black and White,Stefen Fangmeier,Ed Speleers,Djimon Hounsou,Eragon ,Gary Lewis,2006
Color,Spike Jonze,Ryan Corr,Catherine O'Hara,Where the Wild Things Are ,Max Records,2009
Color,Joe Wright,Cara Delevingne,Hugh Jackman,Pan ,Nonso Anozie,2015
Color,Chris Wedge,Emma Kenney,Josh Hutcherson,Epic ,Troy Evans,2013
Color,Florian Henckel von Donnersmarck,Angelina Jolie Pitt,Johnny Depp,The Tourist ,Rufus Sewell,2010
Color,Peter Hyams,Mark Margolis,CCH Pounder,End of Days ,Udo Kier,1999
Color,Edward Zwick,Djimon Hounsou,Leonardo DiCaprio,Blood Diamond ,Stephen Collins,2006
Color,Martin Scorsese,Matthew McConaughey,Leonardo DiCaprio,The Wolf of Wall Street ,Jon Favreau,2013
Color,Joel Schumacher,Rene Auberjonois,Michael Gough,Batman Forever ,Debi Mazar,1995
Color,Paul Verhoeven,Patrick Muldoon,Jake Busey,Starship Troopers ,Seth Gilliam,1997
Color,Tom Tykwer,Jim Sturgess,Tom Hanks,Cloud Atlas ,Jim Broadbent,2012
Color,Zack Snyder,Richard Roxburgh,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,Anthony LaPaglia,2010
Color,Pitof,Christopher Heyerdahl,Frances Conroy,Catwoman ,Alex Borstein,2004
Color,Brett Ratner,Rufus Sewell,Dwayne Johnson,Hercules ,Ingrid Bolsø Berdal,2014
Color,Ron Clements,Martin Short,Joseph Gordon-Levitt,Treasure Planet ,Michael Wincott,2002
Color,Brad Silberling,Anna Friel,Will Ferrell,Land of the Lost ,Bobb'e J. Thompson,2009
Color,Patrick Hughes,Sylvester Stallone,Jason Statham,The Expendables 3,Harrison Ford,2014
Color,Ericson Core,Edgar Ramírez,Ray Winstone,Point Break ,Delroy Lindo,2015
Color,Lawrence Guterman,Traylor Howard,Jamie Kennedy,Son of the Mask ,Ben Stein,2005
Color,Ron Howard,Benjamin Walker,Chris Hemsworth,In the Heart of the Sea ,Frank Dillane,2015
Color,Ron Underwood,Randy Quaid,Rosario Dawson,The Adventures of Pluto Nash ,Burt Young,2002
Color,Paul Greengrass,Sean Huze,Matt Damon,Green Zone ,Igal Naor,2010
Color,Steve Martino,Venus Schultheis,Francesca Capaldi,The Peanuts Movie ,Bill Melendez,2015
Color,David Mamet,Felicity Huffman,Ben Gazzara,The Spanish Prisoner ,Campbell Scott,1997
Color,Stephen Sommers,Brendan Fraser,Dwayne Johnson,The Mummy Returns ,Patricia Velasquez,2001
Color,Martin Scorsese,Liam Neeson,Leonardo DiCaprio,Gangs of New York ,Jim Broadbent,2002
Color,Yimou Zhang,Ni Ni,Christian Bale,The Flowers of War ,Shigeo Kobayashi,2011
Color,Ash Brannon,Zooey Deschanel,Jeff Bridges,Surf's Up ,Jon Heder,2007
Color,Frank Oz,Matthew Broderick,Jon Lovitz,The Stepford Wives ,Roger Bart,2004
Color,Ridley Scott,Sam Shepard,Ioan Gruffudd,Black Hawk Down ,Ewen Bremner,2001
Color,Jay Roach,Thomas Middleditch,Will Ferrell,The Campaign ,Katherine LaNasa,2012
Color,Luc Besson,Bruce Willis,Milla Jovovich,The Fifth Element ,Gary Oldman,1997
Color,Michael Patrick King,Liza Minnelli,Chris Noth,Sex and the City 2,Kristin Davis,2010
Color,Bibo Bergeron,Rosie Perez,Frank Welker,The Road to El Dorado ,Elton John,2000
Color,Steve Martino,Josh Gad,Peter Dinklage,Ice Age: Continental Drift ,Drake,2012
Color,Kenneth Branagh,Derek Jacobi,Hayley Atwell,Cinderella ,Lily James,2015
Color,Peter Jackson,AJ Michalka,Michael Imperioli,The Lovely Bones ,Tom McCarthy,2009
Color,Andrew Stanton,Stephen Root,Alexander Gould,Finding Nemo ,Brad Garrett,2003
Color,Peter Jackson,Billy Boyd,Orlando Bloom,The Lord of the Rings: The Return of the King ,Bernard Hill,2003
Color,Peter Jackson,Orlando Bloom,Christopher Lee,The Lord of the Rings: The Two Towers ,Billy Boyd,2002
Color,Sergey Bodrov,Djimon Hounsou,Jeff Bridges,Seventh Son ,Olivia Williams,2014
Color,Simon West,Noah Taylor,Angelina Jolie Pitt,Lara Croft: Tomb Raider ,Chris Barrie,2001
Color,Wally Pfister,Morgan Freeman,Johnny Depp,Transcendence ,Clifton Collins Jr.,2014
Color,Joe Johnston,Trevor Morgan,Michael Jeter,Jurassic Park III ,Alessandro Nivola,2001
Color,Rupert Wyatt,David Oyelowo,James Franco,Rise of the Planet of the Apes ,Tyler Labine,2011
Color,Mark Waters,Tod Fennell,Martin Short,The Spiderwick Chronicles ,Joan Plowright,2008
Color,John Moore,Cole Hauser,Bruce Willis,A Good Day to Die Hard ,Megalyn Echikunwoke,2013
Color,John Lee Hancock,Marc Blucas,Dennis Quaid,The Alamo ,Jordi Mollà,2004
Color,Brad Bird,Craig T. Nelson,Holly Hunter,The Incredibles ,Lou Romano,2004
Color,Renny Harlin,Frank Langella,Christopher Masterson,Cutthroat Island ,Matthew Modine,1995
Color,Chris Columbus,Rosario Dawson,Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief ,Steve Coogan,2010
Color,Barry Sonnenfeld,Rip Torn,Will Smith,Men in Black ,Linda Fiorentino,1997
Color,John Lasseter,John Ratzenberger,Tom Hanks,Toy Story 2,Wayne Knight,1999
Color,Tony Scott,Rosario Dawson,Denzel Washington,Unstoppable ,Ethan Suplee,2010
Color,Brett Ratner,John Lone,Mei Melançon,Rush Hour 2,Harris Yulin,2001
Color,Robert Zemeckis,Amber Valletta,Harrison Ford,What Lies Beneath ,Miranda Otto,2000
Color,Phil Lord,Bobb'e J. Thompson,Will Forte,Cloudy with a Chance of Meatballs ,Al Roker,2009
Color,Carlos Saldanha,Maile Flanagan,Denis Leary,Ice Age: Dawn of the Dinosaurs ,Kelly Keaton,2009
Color,Ben Stiller,Adrian Martinez,Adam Scott,The Secret Life of Walter Mitty ,Joey Slotnick,2013
Color,McG,LL Cool J,Bill Murray,Charlie's Angels ,Kelly Lynch,2000
Color,Martin Scorsese,Matt Damon,Leonardo DiCaprio,The Departed ,Ray Winstone,2006
Color,Tony Bancroft,Harvey Fierstein,Ming-Na Wen,Mulan ,June Foray,1998
Color,Ben Stiller,Steve Coogan,Robert Downey Jr.,Tropic Thunder ,Brandon T. Jackson,2008
Color,David Fincher,Goran Visnjic,Robin Wright,The Girl with the Dragon Tattoo ,Joely Richardson,2011
Color,John McTiernan,Aldis Hodge,Bruce Willis,Die Hard with a Vengeance ,Kevin Chamberlin,1995
Color,Guy Ritchie,Eddie Marsan,Robert Downey Jr.,Sherlock Holmes ,Robert Maillet,2009
Color,Timur Bekmambetov,Ayelet Zurer,Morgan Freeman,Ben-Hur ,Moises Arias,2016
Color,Gary Trousdale,Jim Varney,Leonard Nimoy,Atlantis: The Lost Empire ,Cree Summer,2001
Color,Walt Becker,Joshua Mikel,Bella Thorne,Alvin and the Chipmunks: The Road Chip ,Jesse McCartney,2015
Color,Bryan Singer,Tom Wilkinson,Tom Cruise,Valkyrie ,Thomas Kretschmann,2008
Color,Dennis Dugan,Sayed Badreya,Adam Sandler,You Don't Mess with the Zohan ,Kevin Nealon,2008
Color,Chris Columbus,Adam Sandler,Peter Dinklage,Pixels ,Josh Gad,2015
Color,Steven Spielberg,William Hurt,Haley Joel Osment,A.I. Artificial Intelligence ,Kevin Sussman,2001
Color,Rob Minkoff,Rachael Harris,Marsha Thomason,The Haunted Mansion ,Marc John Jefferies,2003
Color,Robert Zemeckis,Tom Skerritt,Matthew McConaughey,Contact ,Larry King,1997
Color,Paul Verhoeven,Kim Dickens,Greg Grunberg,Hollow Man ,Joey Slotnick,2000
Color,Sydney Pollack,George Harris,Curtiss Cook,The Interpreter ,Michael Wright,2005
Color,Thor Freudenthal,Leven Rambin,Logan Lerman,Percy Jackson: Sea of Monsters ,Brandon T. Jackson,2013
Color,Jan de Bont,Angelina Jolie Pitt,Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life ,Djimon Hounsou,2003
Color,Jon M. Chu,Morgan Freeman,Daniel Radcliffe,Now You See Me 2,Sanaa Lathan,2016
Color,Phillip Noyce,Michael Byrne,Alun Armstrong,The Saint ,Velibor Topic,1997
Color,Tony Scott,Stephen Dillane,Brad Pitt,Spy Game ,Catherine McCormack,2001
Color,Brian De Palma,Connie Nielsen,Don Cheadle,Mission to Mars ,Kim Delaney,2000
Color,Carlos Saldanha,Wanda Sykes,Anne Hathaway,Rio ,Will.i.am,2011
Color,Chris Columbus,Oliver Platt,Robin Williams,Bicentennial Man ,John Michael Higgins,1999
Color,Mick Jackson,Anne Heche,Don Cheadle,Volcano ,Gaby Hoffmann,1997
Color,Alan J. Pakula,Brad Pitt,Harrison Ford,The Devil's Own ,Natascha McElhone,1997
Color,Kathryn Bigelow,Christian Camargo,Liam Neeson,K-19: The Widowmaker,Lex Shrapnel,2002
Color,Josh Trank,Reg E. Cathey,Tim Blake Nelson,Fantastic Four ,Tim Heidecker,2015
Color,John Milius,Mako,William Smith,Conan the Barbarian ,Sandahl Bergman,1982
Color,Ron Howard,Bruce McGill,Paddy Considine,Cinderella Man ,Rosemarie DeWitt,2005
Color,Andrey Konchalovskiy,Nathan Lane,Shirley Henderson,The Nutcracker in 3D,Richard E. Grant,2010
 Black and White,Gary Ross,Michael Angarano,Jeff Bridges,Seabiscuit ,Michael O'Neill,2003
Color,Jan de Bont,Alan Ruck,Philip Seymour Hoffman,Twister ,Jami Gertz,1996
Color,Rob Cohen,Vin Diesel,Paul Walker,The Fast and the Furious ,Jordana Brewster,2001
Color,Robert Zemeckis,Paul Sanchez,Tom Hanks,Cast Away ,Nick Searcy,2000
Color,George Miller,Hugh Jackman,Robin Williams,Happy Feet ,Elizabeth Daily,2006
Color,Paul Greengrass,Joan Allen,Matt Damon,The Bourne Supremacy ,Oksana Akinshina,2004
Color,Wolfgang Petersen,Gary Oldman,Harrison Ford,Air Force One ,Dean Stockwell,1997
Color,Steven Soderbergh,Bernie Mac,Brad Pitt,Ocean's Eleven ,Elliott Gould,2001
Color,Paul W.S. Anderson,Logan Lerman,Milla Jovovich,The Three Musketeers ,Orlando Bloom,2011
Color,Genndy Tartakovsky,Adam Sandler,Steve Buscemi,Hotel Transylvania ,Jon Lovitz,2012
Color,Kevin Lima,Teala Dunn,Jeff Bennett,Enchanted ,Fred Tatasciore,2007
Color,,Scott Thompson,Caroline Dhavernas,Hannibal             ,Hettienne Park,
Color,Daniel Espinosa,Ryan Reynolds,Denzel Washington,Safe House ,Sam Shepard,2012
Color,Kevin Lima,Eric Idle,Ioan Gruffudd,102 Dalmatians,Jim Carter,2000
Color,Brett Ratner,Gabourey Sidibe,Matthew Broderick,Tower Heist ,Judd Hirsch,2011
Color,Nancy Meyers,Rufus Sewell,Kate Winslet,The Holiday ,Sarah Parish,2006
Color,Tony Scott,Jake Busey,Will Smith,Enemy of the State ,Lisa Bonet,1998
Color,Nancy Meyers,Hunter Parrish,Meryl Streep,It's Complicated ,Zoe Kazan,2009
Color,Steven Soderbergh,Matt Damon,Al Pacino,Ocean's Thirteen ,Brad Pitt,2007
Color,Roger Allers,Debra Messing,Jon Favreau,Open Season ,Jane Krakowski,2006
Color,Neil Burger,Theo James,Kate Winslet,Divergent ,Mekhi Phifer,2014
Color,Jean-Jacques Annaud,Gabriel Thomson,Bob Hoskins,Enemy at the Gates ,Clemens Schick,2001
Color,Peter Berg,Rosario Dawson,Dwayne Johnson,The Rundown ,Ewen Bremner,2003
Color,John McTiernan,Tom Noonan,F. Murray Abraham,Last Action Hero ,Joan Plowright,1993
Color,Rob Marshall,Mako,Li Gong,Memoirs of a Geisha ,Karl Yune,2005
Color,Justin Lin,Zachery Ty Bryan,Amber Stevens West,The Fast and the Furious: Tokyo Drift ,Nikki Griffin,2006
Color,Sarah Smith,Imelda Staunton,Jim Broadbent,Arthur Christmas ,Michael Palin,2011
Color,Martin Brest,Brad Pitt,Anthony Hopkins,Meet Joe Black ,Jake Weber,1998
Color,Andrew Davis,Rick Worthy,Raymond Cruz,Collateral Damage ,Jsu Garcia,2002
Color,Bob Fosse,Ben Vereen,Roy Scheider,All That Jazz ,Max Wright,1979
Color,Tarsem Singh,Nathan Lane,Julia Roberts,Mirror Mirror ,Danny Woodburn,2012
Color,Edgar Wright,Kieran Culkin,Anna Kendrick,Scott Pilgrim vs. the World ,Ellen Wong,2010
Color,Jon Amiel,Tchéky Karyo,Glenn Morshower,The Core ,Rekha Sharma,2003
Color,Peter Segal,Janet Jackson,Larry Miller,Nutty Professor II: The Klumps ,Chris Elliott,2000
Color,Raja Gosnell,Linda Cardellini,Sarah Michelle Gellar,Scooby-Doo ,Miguel A. Núñez Jr.,2002
Color,Pete Travis,Jason Cope,Wood Harris,Dredd ,Rakie Ayola,2012
Color,Frank Coraci,Cameron Monaghan,Adam Sandler,Click ,Julie Kavner,2006
Color,George A. Romero,Hal Holbrook,Ted Danson,Creepshow ,Adrienne Barbeau,1982
Color,Brad Peyton,Sean Hayes,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,Katt Williams,2010
Color,Doug Liman,Hayden Christensen,Kristen Stewart,Jumper ,Tom Hulce,2008
Color,Guillermo del Toro,Iván Kamarás,Seth MacFarlane,Hellboy II: The Golden Army ,Brian Steele,2008
Color,David Fincher,Jake Gyllenhaal,Robert Downey Jr.,Zodiac ,Anthony Edwards,2007
Color,Roger Spottiswoode,Michael Rapaport,Robert Duvall,The 6th Day,Tony Goldwyn,2000
Color,Tom Shadyac,Steve Carell,Morgan Freeman,Bruce Almighty ,Lisa Ann Walter,2003
Color,Sylvester Stallone,Sylvester Stallone,Jason Statham,The Expendables ,Jet Li,2010
Color,Brian De Palma,Kristin Scott Thomas,Tom Cruise,Mission: Impossible ,Vanessa Redgrave,1996
Color,Gary Ross,Josh Hutcherson,Jennifer Lawrence,The Hunger Games ,Anthony Reynolds,2012
Color,Todd Phillips,Mason Lee,Bradley Cooper,The Hangover Part II ,Mike Tyson,2011
Color,Tim Burton,Vincent Schiavelli,Michael Gough,Batman Returns ,Andrew Bryniarski,1992
Color,Tim Johnson,Steve Carell,Bruce Willis,Over the Hedge ,Catherine O'Hara,2006
Color,Dean DeBlois,Jason Scott Lee,Tia Carrere,Lilo & Stitch ,David Ogden Stiers,2002
Color,Gary Winick,Julia Roberts,Steve Buscemi,Charlotte's Web ,Oprah Winfrey,2006
Color,Mimi Leder,Jon Favreau,Morgan Freeman,Deep Impact ,Robert Duvall,1998
Color,Dean Parisot,Anthony Hopkins,Bruce Willis,RED 2,Garrick Hagon,2013
Color,Peter Segal,Steve Reevis,Adam Sandler,The Longest Yard ,Dalip Singh,2005
Color,Mike Mitchell,Jesse McCartney,Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,Lauren Gottlieb,2011
Color,Dennis Dugan,Adam Sandler,Steve Buscemi,Grown Ups 2,Jon Lovitz,2013
Color,Peter Segal,Dwayne Johnson,Bill Murray,Get Smart ,Anne Hathaway,2008
Color,Nancy Meyers,Jon Favreau,Keanu Reeves,Something's Gotta Give ,Paul Michael Glaser,2003
Color,Martin Scorsese,Joseph Sikora,Leonardo DiCaprio,Shutter Island ,Nellie Sciutto,2010
Color,Seth Gordon,Robert Duvall,Jon Favreau,Four Christmases ,Katy Mixon,2008
Color,Chris Wedge,Drew Carey,Jim Broadbent,Robots ,Paula Abdul,2005
Color,John Woo,CCH Pounder,Nicolas Cage,Face/Off ,Joan Allen,1997
Color,Adam Shankman,Carmen Electra,Adam Sandler,Bedtime Stories ,Kathryn Joosten,2008
Color,Sam Mendes,Jennifer Jason Leigh,Tom Hanks,Road to Perdition ,Liam Aiken,2002
Color,Dennis Dugan,Bailee Madison,Adam Sandler,Just Go with It ,Kevin Nealon,2011
,,Royce Johnson,Elden Henson,Daredevil             ,Charlie Cox,
Color,Simon West,Monica Potter,Steve Buscemi,Con Air ,Dave Chappelle,1997
Color,D.J. Caruso,Ethan Embry,Rosario Dawson,Eagle Eye ,Cameron Boyce,2008
Color,Anthony Minghella,Natalie Portman,Philip Seymour Hoffman,Cold Mountain ,Charlie Hunnam,2003
Color,Albert Hughes,Mila Kunis,Denzel Washington,The Book of Eli ,Gary Oldman,2010
Color,Les Mayfield,Jodi Benson,Robin Williams,Flubber ,Sam Lloyd,1997
Color,Jan de Bont,Lili Taylor,Liam Neeson,The Haunting ,Virginia Madsen,1999
Color,Joe Pytka,Wayne Knight,Bill Murray,Space Jam ,Michael Jordan,1996
Color,Shawn Levy,Henry Czerny,Roger Rees,The Pink Panther ,William Abadie,2006
Color,Scott Derrickson,Jon Hamm,Keanu Reeves,The Day the Earth Stood Still ,Juan Riedinger,2008
Color,Richard Donner,Alex McArthur,Julia Roberts,Conspiracy Theory ,Michael Potts,1997
Color,David Ayer,Logan Lerman,Brad Pitt,Fury ,Jim Parrack,2014
Color,Ivan Reitman,Anne Heche,Harrison Ford,Six Days Seven Nights ,Amy Sedaris,1998
Color,Eric Brevig,Tom Cavanagh,Justin Timberlake,Yogi Bear ,Josh Robert Thompson,2010
Color,Kelly Asbury,Charles Napier,Matt Damon,Spirit: Stallion of the Cimarron ,Zahn McClarnon,2002
Color,Frank Coraci,Leslie Bibb,Rosario Dawson,Zookeeper ,Nicholas Turturro,2011
Color,Stephen Hopkins,William Hurt,Gary Oldman,Lost in Space ,June Lockhart,1998
Color,Jonathan Demme,Dorian Missick,Denzel Washington,The Manchurian Candidate ,Jose Pablo Cantillo,2004
Color,Henry Jaglom,Stephen Dillane,Vanessa Redgrave,Déjà Vu ,Michael Brandon,1997
Color,Genndy Tartakovsky,Adam Sandler,Steve Buscemi,Hotel Transylvania 2,Fran Drescher,2015
 Black and White,,Agnes Moorehead,Elizabeth Montgomery,Bewitched             ,Dick York,
Color,James Algar,Penn Jillette,Quincy Jones,Fantasia 2000,Russi Taylor,1999
Color,Simon Wells,Alan Young,Mark Addy,The Time Machine ,Josh Stamberg,2002
Color,Ron Underwood,Mika Boorem,Charlize Theron,Mighty Joe Young ,David Paymer,1998
Color,Dominic Sena,Don Cheadle,Hugh Jackman,Swordfish ,Sam Shepard,2001
Color,Martin Campbell,Nick Chinlund,Michael Emerson,The Legend of Zorro ,Adrian Alonso,2005
Color,Vincent Ward,Annabella Sciorra,Robin Williams,What Dreams May Come ,Rosalind Chao,1998
Color,Steven Brill,Jon Lovitz,Adam Sandler,Little Nicky ,Michael McKean,2000
Color,Terry Gilliam,Heath Ledger,Matt Damon,The Brothers Grimm ,Mackenzie Crook,2005
Color,Tim Burton,Martin Short,Natalie Portman,Mars Attacks! ,Lukas Haas,1996
Color,Lucile Hadzihalilovic,Roxane Duran,Nissim Renard,Evolution ,Julie-Marie Parmentier,2015
Color,Lee Tamahori,Harold Perrineau,Anthony Hopkins,The Edge ,Bart the Bear,1997
Color,Jonathan Mostow,Devin Ratray,Bruce Willis,Surrogates ,Boris Kodjoe,2009
Color,Roger Donaldson,Jon Foster,Bruce Greenwood,Thirteen Days ,Bruce Thomas,2000
Color,Rob Cohen,Viggo Mortensen,Sylvester Stallone,Daylight ,Amy Brenneman,1996
Color,Barry Cook,Tiya Sircar,Charlie Rowe,Walking with Dinosaurs 3D,Madison Rothschild,2013
Color,Roger Christian,Michael Byrne,Richard Tyson,Battlefield Earth ,John Topor,2000
Color,Joe Dante,Jenna Elfman,Brendan Fraser,Looney Tunes: Back in Action ,Heather Locklear,2003
 Black and White,Rob Marshall,Elio Germano,Fergie,Nine ,Andrea Di Stefano,2009
Color,Richard Donner,Gerard Butler,Paul Walker,Timeline ,Ethan Embry,2003
Color,Kevin Costner,Brian Anthony Wilson,Olivia Williams,The Postman ,Larenz Tate,1997
Color,George Miller,Elizabeth Daily,Adam Goldberg,Babe: Pig in the City ,Glenne Headly,1998
Color,Breck Eisner,Joseph Gilgun,Vin Diesel,The Last Witch Hunter ,Lotte Verbeek,2015
Color,Antony Hoffman,Val Kilmer,Bob Neill,Red Planet ,Tom Sizemore,2000
Color,Luc Besson,Adam LeFevre,Mia Farrow,Arthur and the Invisibles ,Penny Balfour,2006
Color,Jacques Perrin,Jacques Perrin,Pedro Armendáriz Jr.,Oceans ,Rie Miyazawa,2009
Color,Peter Hyams,Catherine McCormack,David Oyelowo,A Sound of Thunder ,Jemima Rooper,2005
Color,Paul W.S. Anderson,Currie Graham,Sasha Roiz,Pompeii ,Dylan Schombing,2014
Color,Andrés Couturier,David Hoffman,Sariann Monaco,Top Cat Begins ,Ben Diskin,2015
Color,Ron Howard,Austin Pendleton,Adam Goldberg,A Beautiful Mind ,Judd Hirsch,2001
Color,Roger Allers,Nathan Lane,Matthew Broderick,The Lion King ,Niketa Calame,1994
Color,Brad Peyton,Dwayne Johnson,Josh Hutcherson,Journey 2: The Mysterious Island,Kristin Davis,2012
